question,filename
"What does the script use to create a fake LLM call record, and what fields does it fill in?",05-monitoring/lessons/11-synthetic-data.md
How does the lesson decide whether a conversation gets judge feedback or user feedback?,05-monitoring/lessons/11-synthetic-data.md
What does the code do to make most user ratings positive rather than negative?,05-monitoring/lessons/11-synthetic-data.md
How do you run the data generator so it keeps adding a new conversation every second?,05-monitoring/lessons/11-synthetic-data.md
Why would I use Grafana instead of just keeping the Streamlit dashboard?,05-monitoring/lessons/12-grafana.md
How do I start Grafana in Docker so it shares the same network and keeps its dashboards after restart?,05-monitoring/lessons/12-grafana.md
What connection details do I need to add PostgreSQL as a Grafana data source?,05-monitoring/lessons/12-grafana.md
How do I write Grafana SQL panels so they follow the selected time range and use the time axis correctly?,05-monitoring/lessons/12-grafana.md
"Which panel types does the lesson suggest for response time, token usage, model counts, relevance, user feedback, and recent conversations?",05-monitoring/lessons/12-grafana.md
"Why use Docker Compose here instead of launching PostgreSQL, Grafana, and the app separately?",05-monitoring/lessons/13-docker-compose.md
"What does the Docker Compose file do for the three services, and how are they connected?",05-monitoring/lessons/13-docker-compose.md
How is the Streamlit app container built in the Dockerfile?,05-monitoring/lessons/13-docker-compose.md
What environment variables need to go in the .env file for this setup?,05-monitoring/lessons/13-docker-compose.md
"How do you start, initialize, and stop the whole stack, and where do you open the app and Grafana?",05-monitoring/lessons/13-docker-compose.md
Why is it useful to log every RAG request and add a dashboard for it?,05-monitoring/lessons/14-next-steps.md
What metrics and feedback signals did the monitoring setup end up tracking?,05-monitoring/lessons/14-next-steps.md
What are the pros and cons of building LLM monitoring yourself versus using tools like Langfuse or Logfire?,05-monitoring/lessons/14-next-steps.md
What should you change before taking this kind of monitoring setup to production?,05-monitoring/lessons/14-next-steps.md
"What are some good next projects to try after this lesson, like with agents, synthetic data, or Docker Compose?",05-monitoring/lessons/14-next-steps.md
"What are the two main stages in a RAG system, and what happens in each stage?",06-best-practices/lessons/01-intro.md
Why do people usually focus on the retrieval part when trying to improve RAG results?,06-best-practices/lessons/01-intro.md
What are the five RAG improvement methods mentioned in this lesson?,06-best-practices/lessons/01-intro.md
How does the small-to-big chunk idea work in practice for retrieval?,06-best-practices/lessons/01-intro.md
Which two RAG techniques does this module say will give the biggest gain with the least work?,06-best-practices/lessons/01-intro.md
How does hybrid search mix semantic search with exact keyword matching?,06-best-practices/lessons/02-hybrid-search.md
What does the alpha value do in the weighted hybrid search formula?,06-best-practices/lessons/02-hybrid-search.md
How is Reciprocal Rank Fusion calculated when combining ranked result lists?,06-best-practices/lessons/02-hybrid-search.md
Why does a document that appears high in both rankings get a better RRF score?,06-best-practices/lessons/02-hybrid-search.md
How would you write a hybrid_search function that combines keyword and vector results?,06-best-practices/lessons/02-hybrid-search.md
Why would a search result reranker help if cosine similarity already gives the initial order?,06-best-practices/lessons/03-reranking.md
"What is reciprocal rank fusion, and how does it combine results from different search methods?",06-best-practices/lessons/03-reranking.md
"How does Elasticsearch use RRF directly, and do you need a paid plan for it?",06-best-practices/lessons/03-reranking.md
"If I want to do RRF without Elasticsearch’s built-in support, what steps does the code take?",06-best-practices/lessons/03-reranking.md
"Does reranking actually improve retrieval quality, and by how much in the example?",06-best-practices/lessons/03-reranking.md
How do I use LangChain to do the same hybrid search we built directly with Elasticsearch?,06-best-practices/lessons/04-langchain.md
What packages do I need to install before using ElasticsearchRetriever in this lesson?,06-best-practices/lessons/04-langchain.md
"How is the hybrid search query put together when using LangChain, and what parts does it combine?",06-best-practices/lessons/04-langchain.md
How do you create an ElasticsearchRetriever from an Elasticsearch index and a custom query function?,06-best-practices/lessons/04-langchain.md
"When you run the LangChain version of the search, do the evaluation scores change compared with the direct Elasticsearch approach?",06-best-practices/lessons/04-langchain.md
Why does combining vector search with keyword search usually work better for retrieval in RAG systems?,06-best-practices/lessons/05-next-steps.md
"What does reranking actually do, and can a simple reciprocal-rank-style method still help results?",06-best-practices/lessons/05-next-steps.md
How does LangChain fit in when using Elasticsearch for search and retrieval?,06-best-practices/lessons/05-next-steps.md
"What is small-to-big chunk retrieval, and how does ParentDocumentRetriever relate to it?",06-best-practices/lessons/05-next-steps.md
"What are some other RAG improvements worth trying, like using metadata or rewriting the query before searching?",06-best-practices/lessons/05-next-steps.md
"What kind of app are we building in this project, and what exercise questions is it supposed to answer?",07-project-example/lessons/01-intro.md
How do you create the exercise dataset if you don't already have a fitness FAQ database?,07-project-example/lessons/01-intro.md
What fields does each exercise record include in the dataset schema?,07-project-example/lessons/01-intro.md
"How does the retrieval step work in the RAG setup, and which library is used for the search index?",07-project-example/lessons/01-intro.md
"What does the prompt to the model look like, and how are search results passed into the final answer generation?",07-project-example/lessons/01-intro.md
How do you check whether the retrieval part of a RAG app is actually working well?,07-project-example/lessons/02-evaluating-retrieval.md
What should a README for this project explain so someone can run it and understand the data?,07-project-example/lessons/02-evaluating-retrieval.md
How do you create evaluation questions with known matching documents for each exercise?,07-project-example/lessons/02-evaluating-retrieval.md
"Which metrics does this lesson use to score retrieval quality, and how are they computed?",07-project-example/lessons/02-evaluating-retrieval.md
"How do you tune the field boost values, and why do you split the questions into validation and test sets?",07-project-example/lessons/02-evaluating-retrieval.md
What’s the difference between evaluating retrieval and evaluating the full RAG answer?,07-project-example/lessons/03-evaluating-rag.md
How do you use an LLM to judge whether a RAG answer is good without having a reference answer?,07-project-example/lessons/03-evaluating-rag.md
"What labels does the evaluator use for answer relevance, and what do they mean?",07-project-example/lessons/03-evaluating-rag.md
How do you run this evaluation on a sample of questions and summarize the results?,07-project-example/lessons/03-evaluating-rag.md
How can this kind of evaluation help you compare two different language models for the same RAG system?,07-project-example/lessons/03-evaluating-rag.md
How do you turn the notebook code into a real Python app with separate modules?,07-project-example/lessons/04-interface.md
"Why is the data loading step done when the app starts in this setup, and how would that differ with Elasticsearch?",07-project-example/lessons/04-interface.md
"What does the search function do in the RAG module, and why are some fields given higher weights?",07-project-example/lessons/04-interface.md
How is the prompt for the model built from the retrieved exercise records?,07-project-example/lessons/04-interface.md
"What does the Flask endpoint expect in the request, and what does it return back to the client?",07-project-example/lessons/04-interface.md
How does the RAG function use an LLM to judge whether an answer actually matches the user's question?,07-project-example/lessons/05-monitoring.md
What extra information gets stored for each chat in the PostgreSQL conversations table?,07-project-example/lessons/05-monitoring.md
How does the app let users send thumbs-up or thumbs-down feedback after getting an answer?,07-project-example/lessons/05-monitoring.md
"What services are included in the Docker Compose setup, and how do they depend on each other?",07-project-example/lessons/05-monitoring.md
How do you bring up the whole stack and initialize the database before using the app?,07-project-example/lessons/05-monitoring.md
What kinds of improvements were added after the main recording was done?,07-project-example/lessons/06-summary.md
"How much did the whole project end up costing in OpenAI API usage, and where did that money go?",07-project-example/lessons/06-summary.md
What advice does the lesson give for keeping the cost of a similar project low?,07-project-example/lessons/06-summary.md
What are the main things the finished project includes besides the RAG setup?,07-project-example/lessons/06-summary.md
What should someone focus on first if they are building their own project from scratch?,07-project-example/lessons/06-summary.md
How do you chunk a bunch of separate articles so retrieval works well?,07-project-example/lessons/07-chunking.md
"If I only have one long transcript or PDF, what’s the recommended way to split it up?",07-project-example/lessons/07-chunking.md
"For books or other really long content, should I index the whole thing at once or break it into sections?",07-project-example/lessons/07-chunking.md
How can you handle images or slide decks when building search or RAG over them?,07-project-example/lessons/07-chunking.md
"What is semantic chunking, and why might it be better than just cutting text by length?",07-project-example/lessons/07-chunking.md
